Id,Predicted
526,romance
527,comedy
528,drama
529,drama
530,drama
531,comedy
532,romance
533,romance
534,drama
535,comedy
536,drama
537,comedy
538,drama
539,drama
540,drama
541,comedy
542,comedy
543,comedy
544,comedy
545,drama
546,drama
547,comedy
548,drama
549,drama
550,drama
551,horror
552,drama
553,drama
554,drama
555,comedy
556,drama
557,drama
558,comedy
559,western
560,drama
561,comedy
562,drama
563,drama
564,drama
565,comedy
566,drama
567,drama
568,comedy
569,comedy
570,comedy
571,drama
572,comedy
573,comedy
574,drama
575,drama
576,western
577,drama
578,drama
579,drama
580,comedy
581,drama
582,drama
583,drama
584,drama
585,drama
586,drama
587,comedy
588,drama
589,drama
590,comedy
591,drama
592,drama
593,drama
594,comedy
595,comedy
596,drama
597,drama
598,crime
599,comedy
600,drama
601,western
602,romance
603,drama
604,drama
605,drama
606,drama
607,drama
608,horror
609,action
610,drama
611,comedy
612,drama
613,drama
614,comedy
615,drama
616,drama
617,drama
618,drama
619,romance
620,comedy
621,comedy
622,comedy
623,drama
624,romance
625,drama
626,drama
627,drama
628,drama
629,comedy
630,drama
631,action
632,action
633,drama
634,drama
635,comedy
636,horror
637,drama
638,drama
639,drama
640,drama
641,comedy
642,action
643,drama
644,drama
645,action
646,comedy
647,drama
648,drama
649,drama
650,drama
651,drama
652,comedy
653,drama
654,drama
655,drama
656,drama
657,drama
658,comedy
659,drama
660,comedy
661,drama
662,horror
663,drama
664,comedy
665,drama
666,horror
667,drama
668,comedy
669,drama
670,drama
671,comedy
672,comedy
673,drama
674,comedy
675,comedy
676,drama
677,drama
678,drama
679,drama
680,comedy
681,comedy
682,western
683,western
684,drama
685,adventure
686,romance
687,drama
688,comedy
689,drama
690,western
691,drama
692,romance
693,drama
694,romance
695,comedy
696,drama
697,drama
698,drama
699,drama
700,comedy
701,action
702,western
703,drama
704,drama
705,comedy
706,drama
707,comedy
708,drama
709,drama
710,drama
711,drama
712,drama
713,drama
714,romance
715,comedy
716,comedy
717,drama
718,comedy
719,drama
720,comedy
721,comedy
722,comedy
723,drama
724,drama
725,drama
726,drama
727,drama
728,drama
729,comedy
730,drama
731,comedy
732,adventure
733,comedy
734,western
735,drama
736,drama
737,drama
738,drama
739,comedy
740,drama
741,adventure
742,comedy
743,drama
744,comedy
745,comedy
746,comedy
747,drama
748,drama
749,horror
750,drama
751,action
752,comedy
753,drama
754,action
755,drama
756,drama
757,western
758,western
759,comedy
760,comedy
761,drama
762,drama
763,drama
764,drama
765,drama
766,drama
767,drama
768,drama
769,adventure
770,comedy
771,drama
772,drama
773,action
774,horror
775,comedy
776,drama
777,comedy
778,western
779,comedy
780,drama
781,romance
782,drama
783,drama
784,drama
785,drama
786,western
787,drama
788,comedy
789,horror
790,drama
791,drama
792,drama
793,comedy
794,comedy
795,drama
796,comedy
797,drama
798,drama
799,drama
800,drama
801,drama
802,comedy
803,romance
804,horror
805,action
806,drama
807,comedy
808,drama
809,drama
810,drama
811,comedy
812,comedy
813,drama
814,drama
815,romance
816,drama
817,comedy
818,horror
819,drama
820,comedy
821,comedy
822,drama
823,drama
824,drama
825,comedy
826,comedy
827,drama
828,comedy
829,drama
830,drama
831,comedy
832,comedy
833,drama
834,comedy
835,horror
836,action
837,comedy
838,comedy
839,comedy
840,comedy
841,action
842,comedy
843,horror
844,comedy
845,drama
846,drama
847,horror
848,horror
849,romance
850,comedy
851,comedy
852,western
853,comedy
854,drama
855,drama
856,comedy
857,romance
858,drama
859,drama
860,drama
861,western
862,drama
863,drama
864,comedy
865,drama
866,drama
867,romance
868,drama
869,drama
870,western
871,drama
872,western
873,romance
874,action
875,drama
876,drama
877,horror
878,drama
879,drama
880,drama
881,drama
882,drama
883,drama
884,horror
885,western
886,drama
887,horror
888,comedy
889,action
890,drama
891,comedy
892,action
893,comedy
894,horror
895,drama
896,comedy
897,drama
898,drama
899,comedy
900,drama
901,drama
902,drama
903,drama
904,drama
905,drama
906,horror
907,drama
908,western
909,comedy
910,drama
911,drama
912,drama
913,drama
914,drama
915,drama
916,horror
917,drama
918,drama
919,comedy
920,comedy
921,drama
922,drama
923,drama
924,drama
925,comedy
926,comedy
927,drama
928,action
929,drama
930,drama
931,drama
932,drama
933,drama
934,horror
935,comedy
936,comedy
937,drama
938,comedy
939,drama
940,drama
941,drama
942,drama
943,comedy
944,drama
945,drama
946,drama
947,drama
948,drama
949,comedy
950,comedy
951,comedy
952,drama
953,drama
954,drama
955,comedy
956,comedy
957,drama
958,horror
959,action
960,drama
961,comedy
962,drama
963,drama
964,horror
965,drama
966,comedy
967,comedy
968,comedy
969,comedy
970,drama
971,horror
972,comedy
973,western
974,comedy
975,comedy
976,comedy
977,drama
978,drama
979,drama
980,drama
981,drama
982,comedy
983,comedy
984,comedy
985,drama
986,comedy
987,drama
988,drama
989,action
990,drama
991,action
992,comedy
993,drama
994,comedy
995,comedy
996,comedy
997,drama
998,comedy
999,comedy
1000,comedy
1001,drama
1002,drama
1003,drama
1004,drama
1005,drama
1006,drama
1007,romance
1008,drama
1009,drama
1010,comedy
1011,drama
1012,drama
1013,comedy
1014,action
1015,drama
1016,drama
1017,drama
1018,horror
1019,adventure
1020,comedy
1021,horror
1022,comedy
1023,drama
1024,drama
1025,horror
1026,comedy
1027,action
1028,comedy
1029,horror
1030,drama
1031,drama
1032,drama
1033,comedy
1034,action
1035,comedy
1036,romance
1037,drama
1038,comedy
1039,drama
1040,drama
1041,drama
1042,drama
1043,horror
1044,drama
1045,comedy
1046,romance
1047,drama
1048,comedy
1049,drama
1050,romance
1051,drama
1052,comedy
1053,comedy
1054,comedy
1055,comedy
1056,horror
1057,drama
1058,western
1059,comedy
1060,comedy
1061,drama
1062,drama
1063,drama
1064,drama
1065,drama
1066,comedy
1067,drama
1068,drama
1069,drama
1070,romance
1071,adventure
1072,western
1073,drama
1074,drama
1075,drama
1076,comedy
1077,western
1078,drama
1079,comedy
1080,romance
1081,western
1082,horror
1083,drama
1084,western
1085,drama
1086,comedy
1087,drama
1088,drama
1089,horror
1090,drama
1091,comedy
1092,drama
1093,drama
1094,drama
1095,horror
1096,drama
1097,western
1098,drama
1099,comedy
1100,drama
1101,drama
1102,drama
1103,western
1104,comedy
1105,horror
1106,horror
1107,drama
1108,drama
1109,drama
1110,horror
1111,drama
1112,comedy
1113,comedy
1114,comedy
1115,drama
1116,drama
1117,comedy
1118,drama
1119,comedy
1120,horror
1121,drama
1122,drama
1123,western
1124,drama
1125,drama
1126,comedy
1127,romance
1128,comedy
1129,drama
1130,drama
1131,drama
1132,drama
1133,drama
1134,romance
1135,horror
1136,comedy
1137,comedy
1138,drama
1139,comedy
1140,drama
1141,drama
1142,drama
1143,drama
1144,drama
1145,comedy
1146,drama
1147,adventure
1148,comedy
1149,drama
1150,comedy
1151,drama
1152,comedy
1153,comedy
1154,comedy
1155,drama
1156,comedy
1157,drama
1158,action
1159,comedy
1160,drama
1161,drama
1162,drama
1163,comedy
1164,adventure
1165,drama
1166,drama
1167,drama
1168,drama
1169,comedy
1170,comedy
1171,drama
1172,comedy
1173,thriller
1174,drama
1175,drama
1176,drama
1177,drama
1178,comedy
1179,drama
1180,horror
1181,comedy
1182,action
1183,drama
1184,drama
1185,drama
1186,western
1187,drama
1188,drama
1189,western
1190,drama
1191,drama
1192,drama
1193,drama
1194,horror
1195,comedy
1196,romance
1197,comedy
1198,drama
1199,drama
1200,drama
1201,comedy
1202,romance
1203,drama
1204,drama
1205,comedy
1206,horror
1207,comedy
1208,comedy
1209,drama
1210,comedy
1211,drama
1212,drama
1213,comedy
1214,comedy
1215,western
1216,drama
1217,drama
1218,comedy
1219,drama
1220,drama
1221,horror
1222,drama
1223,drama
1224,comedy
1225,drama
1226,comedy
1227,action
1228,drama
1229,comedy
1230,action
1231,drama
1232,action
1233,comedy
1234,drama
1235,comedy
1236,horror
1237,drama
1238,drama
1239,western
1240,drama
1241,drama
1242,drama
1243,comedy
1244,comedy
1245,western
1246,comedy
1247,drama
1248,comedy
1249,comedy
1250,adventure
1251,horror
1252,western
1253,drama
1254,comedy
1255,western
1256,drama
1257,drama
1258,romance
1259,drama
1260,drama
1261,drama
1262,drama
1263,horror
1264,drama
1265,romance
1266,drama
1267,comedy
1268,drama
1269,drama
1270,drama
1271,drama
1272,comedy
1273,comedy
1274,drama
1275,drama
1276,drama
1277,drama
1278,drama
1279,drama
1280,comedy
1281,drama
1282,comedy
1283,western
1284,drama
1285,comedy
1286,drama
1287,drama
1288,comedy
1289,comedy
1290,comedy
1291,drama
1292,comedy
1293,drama
1294,drama
1295,drama
1296,comedy
1297,comedy
1298,drama
1299,drama
1300,drama
1301,drama
1302,drama
1303,drama
1304,horror
1305,drama
1306,drama
1307,comedy
1308,comedy
1309,drama
1310,drama
1311,drama
1312,drama
1313,comedy
1314,western
1315,drama
1316,drama
1317,drama
1318,comedy
1319,western
1320,romance
1321,comedy
1322,drama
1323,drama
1324,comedy
1325,drama
1326,drama
1327,comedy
1328,adventure
1329,comedy
1330,comedy
1331,drama
1332,western
1333,action
1334,comedy
1335,comedy
1336,comedy
1337,horror
1338,drama
1339,drama
1340,horror
1341,comedy
1342,drama
1343,comedy
1344,horror
1345,horror
1346,drama
1347,comedy
1348,drama
1349,horror
1350,drama
1351,drama
1352,drama
1353,comedy
1354,drama
1355,horror
1356,drama
1357,drama
1358,comedy
1359,action
1360,drama
1361,comedy
1362,drama
1363,drama
1364,drama
1365,comedy
1366,drama
1367,drama
1368,drama
1369,drama
1370,drama
1371,drama
1372,drama
1373,comedy
1374,comedy
1375,drama
1376,comedy
1377,comedy
1378,drama
1379,drama
1380,horror
1381,drama
1382,western
1383,drama
1384,drama
1385,comedy
1386,comedy
1387,action
1388,comedy
1389,comedy
1390,drama
1391,comedy
1392,western
1393,drama
1394,drama
1395,drama
1396,drama
1397,drama
1398,comedy
1399,drama
1400,comedy
1401,drama
1402,drama
1403,comedy
1404,drama
1405,drama
1406,drama
1407,drama
1408,western
1409,western
1410,drama
1411,drama
1412,comedy
1413,action
1414,drama
1415,drama
1416,comedy
1417,drama
1418,drama
1419,drama
1420,action
1421,drama
1422,drama
1423,western
1424,western
1425,drama
1426,horror
1427,drama
1428,drama
1429,drama
1430,drama
1431,comedy
1432,drama
1433,comedy
1434,romance
1435,comedy
1436,drama
1437,western
1438,drama
1439,drama
1440,drama
1441,comedy
1442,comedy
1443,drama
1444,action
1445,drama
1446,western
1447,drama
1448,drama
1449,drama
1450,drama
1451,drama
1452,drama
1453,drama
1454,comedy
1455,horror
1456,comedy
1457,action
1458,drama
1459,drama
1460,drama
1461,comedy
1462,drama
1463,drama
1464,drama
1465,comedy
1466,comedy
1467,drama
1468,drama
1469,drama
1470,horror
1471,comedy
1472,drama
1473,comedy
1474,comedy
1475,drama
1476,drama
1477,drama
1478,drama
1479,horror
1480,western
1481,western
1482,comedy
1483,drama
1484,romance
1485,drama
1486,comedy
1487,horror
1488,drama
1489,drama
1490,comedy
1491,horror
1492,western
1493,drama
1494,drama
1495,drama
1496,comedy
1497,drama
1498,adventure
1499,western
1500,drama
1501,horror
1502,drama
1503,drama
1504,western
1505,comedy
1506,romance
1507,horror
1508,comedy
1509,drama
1510,drama
1511,drama
1512,comedy
1513,drama
1514,drama
1515,comedy
1516,action
1517,drama
1518,drama
1519,drama
1520,comedy
1521,comedy
1522,drama
1523,drama
1524,comedy
1525,drama
1526,horror
1527,comedy
1528,drama
1529,drama
1530,comedy
1531,drama
1532,drama
1533,action
1534,horror
1535,drama
1536,thriller
1537,thriller
1538,western
1539,drama
1540,drama
1541,action
1542,drama
1543,comedy
1544,comedy
1545,western
1546,drama
1547,comedy
1548,romance
1549,romance
1550,drama
1551,drama
1552,drama
1553,drama
1554,comedy
1555,comedy
1556,drama
1557,drama
1558,drama
1559,drama
1560,drama
1561,drama
1562,drama
1563,action
1564,drama
1565,thriller
1566,drama
1567,drama
1568,romance
1569,romance
1570,comedy
1571,drama
1572,drama
1573,comedy
1574,drama
1575,comedy
1576,western
1577,drama
1578,drama
1579,drama
1580,comedy
1581,drama
1582,drama
1583,comedy
1584,drama
1585,comedy
1586,drama
1587,romance
1588,drama
1589,drama
1590,comedy
1591,drama
1592,romance
1593,drama
1594,comedy
1595,horror
1596,western
1597,drama
1598,comedy
1599,drama
1600,comedy
1601,drama
1602,drama
1603,comedy
1604,western
1605,comedy
1606,drama
1607,comedy
1608,drama
1609,horror
1610,western
1611,drama
1612,drama
1613,horror
1614,drama
1615,action
1616,western
1617,comedy
1618,drama
1619,drama
1620,drama
1621,action
1622,comedy
1623,western
1624,drama
1625,romance
1626,comedy
1627,western
1628,comedy
1629,drama
1630,drama
1631,drama
1632,comedy
1633,comedy
1634,drama
1635,comedy
1636,comedy
1637,drama
1638,drama
1639,thriller
1640,drama
1641,drama
1642,horror
1643,drama
1644,drama
1645,comedy
1646,drama
1647,horror
1648,drama
1649,drama
1650,drama
1651,drama
1652,drama
1653,drama
1654,drama
1655,action
1656,horror
1657,drama
1658,horror
1659,drama
1660,comedy
1661,drama
1662,horror
1663,comedy
1664,comedy
1665,comedy
1666,comedy
1667,drama
1668,comedy
1669,horror
1670,drama
1671,drama
1672,horror
1673,comedy
1674,drama
1675,drama
1676,western
1677,horror
1678,drama
1679,western
1680,crime
1681,romance
1682,horror
1683,comedy
1684,drama
1685,drama
1686,western
1687,romance
1688,drama
1689,drama
1690,drama
1691,comedy
1692,comedy
1693,drama
1694,romance
1695,comedy
1696,comedy
1697,western
1698,comedy
1699,comedy
1700,comedy
1701,drama
1702,comedy
1703,drama
1704,drama
1705,adventure
1706,action
1707,drama
1708,drama
1709,action
1710,comedy
1711,drama
1712,drama
1713,comedy
1714,drama
1715,western
1716,drama
1717,comedy
1718,drama
1719,drama
1720,drama
1721,drama
1722,drama
1723,comedy
1724,drama
1725,comedy
1726,comedy
1727,action
1728,comedy
1729,drama
1730,drama
1731,drama
1732,drama
1733,thriller
1734,horror
1735,western
1736,comedy
1737,drama
1738,romance
1739,romance
1740,comedy
1741,drama
1742,comedy
1743,romance
1744,drama
1745,drama
1746,horror
1747,drama
1748,drama
1749,drama
1750,drama
1751,drama
1752,drama
1753,western
1754,comedy
1755,comedy
1756,drama
1757,comedy
1758,drama
1759,comedy
1760,drama
1761,drama
1762,comedy
1763,comedy
1764,comedy
1765,drama
1766,comedy
1767,drama
1768,drama
1769,romance
1770,drama
1771,comedy
1772,comedy
1773,drama
1774,drama
1775,drama
1776,drama
1777,drama
1778,horror
1779,comedy
1780,comedy
1781,drama
1782,drama
1783,drama
1784,comedy
1785,drama
1786,drama
1787,drama
1788,adventure
1789,drama
1790,western
1791,comedy
1792,drama
1793,drama
1794,drama
1795,drama
1796,action
1797,horror
1798,horror
1799,action
1800,comedy
1801,comedy
1802,comedy
1803,action
1804,comedy
1805,drama
1806,horror
1807,drama
1808,drama
1809,drama
1810,horror
1811,drama
1812,drama
1813,comedy
1814,western
1815,drama
1816,drama
1817,drama
1818,western
1819,horror
1820,comedy
1821,drama
1822,comedy
1823,comedy
1824,drama
1825,western
1826,drama
1827,action
1828,horror
1829,drama
1830,drama
1831,horror
1832,drama
1833,comedy
1834,drama
1835,drama
1836,comedy
1837,romance
1838,drama
1839,comedy
1840,drama
1841,comedy
1842,drama
1843,comedy
1844,drama
1845,horror
1846,drama
1847,comedy
1848,drama
1849,drama
1850,adventure
1851,drama
1852,drama
1853,drama
1854,drama
1855,romance
1856,drama
1857,romance
1858,drama
1859,action
1860,drama
1861,drama
1862,drama
1863,drama
1864,action
1865,drama
1866,romance
1867,comedy
1868,drama
1869,comedy
1870,drama
1871,comedy
1872,romance
1873,drama
1874,drama
1875,drama
1876,drama
1877,comedy
1878,drama
1879,drama
1880,drama
1881,comedy
1882,comedy
1883,action
1884,drama
1885,drama
1886,drama
1887,drama
1888,drama
1889,comedy
1890,thriller
1891,drama
1892,drama
1893,comedy
1894,drama
1895,drama
1896,comedy
1897,action
1898,drama
1899,drama
1900,drama
1901,comedy
1902,drama
1903,western
1904,drama
1905,drama
1906,drama
1907,drama
1908,drama
1909,comedy
1910,comedy
1911,drama
1912,comedy
1913,comedy
1914,comedy
1915,drama
1916,romance
1917,comedy
1918,comedy
1919,drama
1920,drama
1921,western
1922,comedy
1923,action
1924,action
1925,drama
1926,comedy
1927,drama
1928,thriller
1929,action
1930,drama
1931,drama
1932,comedy
1933,drama
1934,drama
1935,horror
1936,drama
1937,romance
1938,drama
1939,comedy
1940,comedy
1941,drama
1942,western
1943,comedy
1944,comedy
1945,comedy
1946,western
1947,drama
1948,action
1949,comedy
1950,drama
1951,drama
1952,drama
1953,drama
1954,comedy
1955,drama
1956,comedy
1957,comedy
1958,drama
1959,comedy
1960,comedy
1961,drama
1962,comedy
1963,drama
1964,action
1965,comedy
1966,comedy
1967,drama
1968,drama
1969,action
1970,drama
1971,drama
1972,comedy
1973,drama
1974,drama
1975,action
1976,drama
1977,drama
1978,comedy
1979,drama
1980,comedy
1981,drama
1982,drama
1983,comedy
1984,drama
1985,comedy
1986,drama
1987,action
1988,drama
1989,drama
1990,drama
1991,romance
1992,drama
1993,comedy
1994,comedy
1995,comedy
1996,romance
1997,drama
1998,drama
1999,drama
2000,drama
2001,crime
2002,western
2003,comedy
2004,romance
2005,drama
2006,comedy
2007,comedy
2008,comedy
2009,drama
2010,drama
2011,comedy
2012,comedy
2013,action
2014,drama
2015,drama
2016,drama
2017,drama
2018,drama
2019,drama
2020,drama
2021,drama
2022,drama
2023,drama
2024,comedy
2025,drama
2026,drama
2027,western
2028,horror
2029,drama
2030,drama
2031,romance
2032,western
2033,comedy
2034,drama
2035,horror
2036,drama
2037,horror
2038,drama
2039,comedy
2040,drama
2041,drama
2042,drama
2043,drama
2044,drama
2045,comedy
2046,drama
2047,drama
2048,drama
2049,comedy
2050,comedy
2051,western
2052,drama
2053,drama
2054,drama
2055,comedy
2056,drama
2057,drama
2058,drama
2059,comedy
2060,action
2061,horror
2062,comedy
2063,drama
2064,drama
2065,drama
2066,comedy
2067,drama
2068,comedy
2069,romance
2070,comedy
2071,romance
2072,comedy
2073,drama
2074,drama
2075,comedy
2076,comedy
2077,drama
2078,drama
2079,drama
2080,drama
2081,drama
2082,drama
2083,drama
2084,comedy
2085,horror
2086,comedy
2087,drama
2088,drama
2089,drama
2090,drama
2091,drama
2092,horror
2093,action
2094,comedy
2095,action
2096,drama
2097,action
2098,romance
2099,drama
2100,horror
2101,drama
2102,drama
2103,drama
2104,horror
2105,comedy
2106,action
2107,drama
2108,drama
2109,drama
2110,drama
2111,drama
2112,comedy
2113,comedy
2114,drama
2115,comedy
2116,comedy
2117,drama
2118,drama
2119,drama
2120,thriller
2121,western
2122,drama
2123,drama
2124,comedy
2125,drama
2126,drama
2127,drama
2128,drama
2129,comedy
2130,comedy
2131,comedy
2132,drama
2133,drama
2134,drama
2135,drama
2136,action
2137,comedy
2138,comedy
2139,drama
2140,drama
2141,drama
2142,western
2143,drama
2144,comedy
2145,drama
2146,drama
2147,comedy
2148,comedy
2149,action
2150,comedy
2151,western
2152,drama
2153,horror
2154,drama
2155,drama
2156,romance
2157,action
2158,drama
2159,horror
2160,drama
2161,comedy
2162,drama
2163,romance
2164,comedy
2165,comedy
2166,comedy
2167,drama
2168,comedy
2169,comedy
2170,drama
2171,drama
2172,comedy
2173,drama
2174,drama
2175,drama
2176,drama
2177,drama
2178,drama
2179,comedy
2180,drama
2181,action
2182,drama
2183,drama
2184,drama
2185,comedy
2186,comedy
2187,western
2188,comedy
2189,drama
2190,drama
2191,comedy
2192,comedy
2193,drama
2194,comedy
2195,drama
2196,romance
2197,action
2198,drama
2199,drama
2200,drama
2201,drama
2202,comedy
2203,drama
2204,drama
2205,drama
2206,comedy
2207,drama
2208,drama
2209,drama
2210,comedy
2211,comedy
2212,drama
2213,comedy
2214,drama
2215,western
2216,comedy
2217,comedy
2218,drama
2219,comedy
2220,comedy
2221,drama
2222,drama
2223,comedy
2224,drama
2225,drama
2226,drama
2227,comedy
2228,drama
2229,drama
2230,drama
2231,drama
2232,drama
2233,action
2234,comedy
2235,drama
2236,romance
2237,drama
2238,comedy
2239,drama
2240,drama
2241,comedy
2242,action
2243,drama
2244,drama
2245,comedy
2246,comedy
2247,comedy
2248,drama
2249,comedy
2250,romance
2251,horror
2252,drama
2253,western
2254,drama
2255,comedy
2256,drama
2257,horror
2258,thriller
2259,action
2260,thriller
2261,comedy
2262,drama
2263,drama
2264,western
2265,drama
2266,drama
2267,drama
2268,comedy
2269,drama
2270,comedy
2271,drama
2272,drama
2273,comedy
2274,drama
2275,drama
2276,western
2277,drama
2278,drama
2279,comedy
2280,comedy
2281,adventure
2282,drama
2283,drama
2284,drama
2285,comedy
2286,comedy
2287,comedy
2288,drama
2289,drama
2290,drama
2291,drama
2292,comedy
2293,western
2294,drama
2295,comedy
2296,action
2297,comedy
2298,drama
2299,drama
2300,drama
2301,drama
2302,drama
2303,drama
2304,comedy
2305,western
2306,drama
2307,action
2308,comedy
2309,comedy
2310,horror
2311,comedy
2312,drama
2313,drama
2314,horror
2315,action
2316,comedy
2317,romance
2318,drama
2319,comedy
2320,comedy
2321,drama
2322,horror
2323,comedy
2324,drama
2325,drama
2326,action
2327,comedy
2328,drama
2329,drama
2330,comedy
2331,drama
2332,drama
2333,drama
2334,crime
2335,comedy
2336,drama
2337,romance
2338,drama
2339,comedy
2340,adventure
2341,drama
2342,drama
2343,drama
2344,action
2345,action
2346,adventure
2347,comedy
2348,drama
2349,crime
2350,comedy
2351,drama
2352,horror
2353,drama
2354,drama
2355,comedy
2356,comedy
2357,drama
2358,horror
2359,comedy
2360,romance
2361,comedy
2362,horror
2363,comedy
2364,drama
2365,comedy
2366,comedy
2367,drama
2368,drama
2369,comedy
2370,drama
2371,adventure
2372,drama
2373,drama
2374,drama
2375,comedy
2376,adventure
2377,western
2378,comedy
2379,comedy
2380,drama
2381,comedy
2382,drama
2383,drama
2384,drama
2385,drama
2386,drama
2387,comedy
2388,horror
2389,comedy
2390,drama
2391,drama
2392,drama
2393,comedy
2394,drama
2395,comedy
2396,drama
2397,comedy
2398,drama
2399,western
2400,drama
2401,romance
2402,action
2403,drama
2404,drama
2405,comedy
2406,drama
2407,romance
2408,romance
2409,drama
2410,drama
2411,drama
2412,drama
2413,drama
2414,action
2415,drama
